Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
FROG,H10,N7,C11,K12,K12,K18,E12,I17,K11,F10,F15,J12,O16,G20,M17,E12,K21,G12,D12,M12,I11,F17,P17,E12,M6,G8,K15,M10,E12,F12,F20,F10,K17,D10,K11,L18,D20,G23,F6,G17,O14,G25,G4,D17,E12,D4,E12,E12,K11,G17,I10,P24,K17,K17,K10,K12,G11,K23,K21,F14,L12,E12,D17,M14,J20,M9,K20,F18,M18,J22,K17,G9,J20,N12,F20,O8,K9,E12,J17,F18,H12,F20,E12,H5,F17,G11,G18,K11,C23,F27,K20,H23,K18,N25,G16,M18,K16,G19,K12,E12
AXOLOTL,J14,N12,M18,M15,F17,J10,K18,G14,M15,I23,B17,E12,L15,F12,B16,K25,E12,G17,K16,L5,B12,J18,K15,K15,I15,E12,J15,J17,H19,O10,E12,K22,P17,K15,L25,I10,K15,L21,J15,K18,J14,G16,K18,K17,G20,K12,D14,G18,F16,K25,K15,K15,E12,H11,F13,I23,J20,K18,H19,F10,E12,K14,I30,E12,J18,I14,G18,K21,K7,I17,I16,L19,K15,O15,N19,D11,E12,J23,F6,D22,K19,D15,C13,K10,G17,K15,D28,D15,O17,B8,P21,F15,K12,I19,E12,K24,A27,J26,K13,H28
TOAD,G12,E12,F6,H12,E12,E12,E12,E12,E12,G12,D20,E12,G11,F12,F13,E12,H18,E12,K20,E12,I8,E12,E12,E12,E12,E12,E12,F9,G10,E12,E12,E12,G20,E12,F23,F23,G11,G8,J22,E12,I5,F7,D5,F12,K3,E12,D17,G10,E17,G12,E12,H14,E12,G12,E12,F12,E12,G17,E12,F15,F17,H17,G10,F16,E12,F12,F7,K11,E12,E12,F9,E12,D12,E12,F12,J10,H8,H4,E12,H9,E12,G16,E7,E12,F17,E12,F10,E12,F10,F7,E12,D8,E12,E12,E12,G11,G6,F15,F15,G7
LEMON,G10,F14,F21,F19,F18,K22,F9,K15,E12,E10,E12,E12,E12,H10,J8,F10,E12,H15,H23,G16,G12,E12,E12,I16,F13,M18,K11,F12,K10,F10,G13,E12,H16,E12,K16,K14,I20,F18,D10,G14,E12,E15,F9,H11,E12,F8,M10,N13,G10,F11,E12,F9,E12,K15,F9,E17,G12,K11,K17,H14,F18,I10,G12,G8,G14,K16,J17,G14,F15,K19,E12,E12,K9,F9,E12,F10,K12,G9,E12,F12,H13,H8,F10,K15,F14,J17,F7,E12,J11,E11,K10,E12,E13,H10,K11,F12,E12,G16,I10,F11
LIME,N17,J26,D20,K8,M10,O20,K16,M20,N18,O22,M17,J26,K15,K18,N18,G15,O25,N15,M25,M15,O10,O15,N24,K24,M18,L20,M23,K20,O21,O10,N16,N17,M15,N18,M15,N20,M12,G21,N17,O24,P28,L18,M15,O27,O20,L14,O16,I13,N27,M25,E12,M16,N18,M15,M16,M15,M17,N16,M15,N19,M17,M12,O11,N12,M20,N12,O16,N14,N11,L11,M18,M18,O16,M15,N21,M16,K26,K26,M30,N17,K21,M20,N18,M25,M20,M22,N17,M15,M22,M10,L25,J30,M18,N15,O20,E19,M26,J25,M22,M10
KIWI,O25,G19,L18,K10,M10,K27,M20,N16,O15,M15,N13,O15,O22,O8,K20,M20,M8,M12,K19,P8,O25,M13,M18,M17,M18,L3,M18,L13,K16,M14,M18,N22,N4,O12,E12,K10,O30,I18,M16,K10,I24,N13,M18,K12,O15,M18,I25,O4,M12,K10,M21,M14,N13,M25,K16,M25,O10,G26,N15,N5,O16,M27,K27,L24,O15,N16,M10,M12,L19,P15,N7,O16,K18,N19,M24,I30,O17,M21,M11,M25,M17,K14,O26,L17,M10,L24,L27,K26,C9,M18,D17,G12,K17,O20,J28,M25,O18,M10,K14,O17
PUMPKIN,F9,D24,F12,G15,E12,F9,H15,F10,E8,E12,F11,G15,F10,E16,E12,F10,F12,F8,E17,J10,E12,G12,F20,E12,J10,J12,F17,E10,J13,F15,G12,G10,K12,H8,F9,H7,E6,F15,F8,H14,F15,F8,H14,D8,D10,F9,H10,I14,F15,F8,F10,G11,E19,G10,E12,J12,I18,G10,I8,E12,E12,D10,E8,G15,F12,F10,D17,E15,D16,E12,F8,F14,C10,F8,F14,F11,G12,B13,G15,D10,E12,F15,F16,F12,K13,E12,M12,H24,H12,F10,F15,G12,E17,G11,C13,H15,G10,E11,E17,E12
ZUCCHINI,D16,E12,K12,M15,L20,O15,B15,O20,K24,P27,D15,O15,K20,G14,L13,E12,N23,F19,E12,K15,K18,B18,F21,O18,P30,E18,E12,J20,C8,J15,D10,O20,O15,O18,E12,A25,H25,E12,D11,O10,E12,J12,D18,O12,F12,E12,E12,I17,O25,B16,H20,E12,H16,H17,K18,D16,L20,E12,K18,M18,K18,M16,J18,M21,D18,K12,E12,G20,I10,D25,M11,K20,F9,O12,E12,M16,E12,J15,B15,K20,L15,K10,K25,O18,K25,O12,B15,K25,N19,L24,P10,F22,M15,J15,K24,G22,O18,H19,E15,E26
GRAPE,F8,E12,F15,E15,E12,D18,D16,D15,C6,F12,E8,F22,H23,D22,H19,F16,F18,G12,C13,B15,D17,G10,E12,C8,E12,E12,I14,E12,C28,E12,C16,B16,D16,G24,G8,D13,D21,K14,F6,E12,E12,C11,F12,F21,G20,A17,E12,F12,H11,E12,E12,D25,K26,G12,E12,E12,G12,E12,D22,J17,E12,B12,E12,D12,B18,E12,E10,E12,E12,I18,D26,I11,F19,E12,F12,C15,E15,K14,E7,E12,K14,B17,H14,F22,F16,E12,F6,E11,F19,B15,E12,F18,G18,E12,G15,D18,C11,F21,E12,E12
CUCUMBER,L20,O14,O15,O15,M22,G23,N11,O15,P30,N19,P4,M20,M26,M21,O20,O18,G12,N15,O9,M15,K20,N10,N19,I9,O11,M21,K12,N11,O11,M18,N15,P28,E12,M22,O18,L18,M13,N12,E12,N14,M28,M15,O22,L17,O11,A11,N19,H22,O16,M19,E12,N10,M23,O14,G15,M16,F15,O18,O12,K18,K16,O18,O12,M16,O21,O7,M7,O6,J24,K18,O16,N22,F20,M15,G16,M15,N18,N18,N15,O25,B10,M30,M14,M21,D16,G30,M8,O16,M15,P19,O15,H28,M23,L18,E12,O18,J20,O18,O28,O12
COCONUT,J18,F12,C14,G15,E12,E24,C15,K15,J18,E12,H15,E13,I18,D20,E12,L15,I21,E12,G10,D10,G21,E13,G14,E29,H10,F9,L18,E12,F9,G14,K17,G11,M15,K15,G18,K15,K21,E12,F18,E29,J5,C24,K7,J16,E15,I9,E16,L7,L11,G18,D18,K21,K19,E12,G12,A20,E12,K6,B15,G20,E12,J18,E12,H6,I16,P20,E12,J18,K15,F10,I12,C11,H6,C18,K14,J22,F9,G5,E12,I17,K15,O12,L22,K6,E12,G16,L18,E12,E12,B12,E12,F18,F11,K16,C20,G14,F12,K15,E12,I11
EGGPLANT,B26,B18,B14,E15,H20,G15,E16,D28,C13,C18,D15,E17,J23,C22,G15,B17,E12,E12,F20,G18,G2,D25,F20,D10,B15,D10,G17,E12,E12,E12,F10,B11,F19,G17,H14,K12,I15,C12,E15,K17,C14,K20,C25,K12,E12,E8,A17,E18,C18,F15,F18,E12,H12,F12,B3,F20,D15,B19,F14,E21,L20,B24,H4,F27,D12,L6,F18,F15,D27,F12,K18,E10,F18,I18,K18,G20,F20,E14,E12,H3,E19,D9,F19,C17,J19,B21,F6,B28,D18,B12,H7,E14,G13,E12,E11,G17,I24,I22,O16,G14
ASPARAGUS,B20,H12,E17,G3,L10,C11,E12,O15,K20,K12,O6,E12,E12,M18,L6,C15,B25,L10,H7,K18,I12,B24,J17,I16,M20,K15,I20,E13,G18,B24,E12,J18,M17,J9,K3,H14,F17,F22,K20,P28,D19,D14,D11,M10,I7,L20,F22,L15,K18,K10,E12,D18,E12,H17,J15,J11,G8,F12,D14,N15,E12,I22,M14,J10,J18,J15,K16,I15,E12,G15,F16,M15,E12,A14,E12,E12,K25,M15,J15,H16,J18,N16,B16,G14,G20,F15,K16,G10,K10,K17,K20,L18,N12,M15,K19,E12,M9,E12,C13,E12
PEACH,E7,D12,E8,F6,E12,F12,H11,E12,J10,H13,F8,K5,E12,G9,B17,G9,F9,F13,E8,F10,G13,F8,G15,F9,H18,G11,E12,N10,E12,F23,F6,E8,G14,G15,D18,F9,F10,G10,D12,E6,G7,I12,J10,F9,I15,D11,G15,D9,K8,G12,C12,D10,F18,H9,G10,F9,E7,E12,G7,G12,F11,H9,G15,K9,D12,E12,F9,C9,G10,G12,G10,C13,K10,E12,G8,F9,F8,F10,H11,E19,F8,F10,I9,F10,D13,D11,F18,E12,G15,G14,H4,D8,D11,F9,D12,G10,I12,E12,G15,E12
APPLE,G20,E12,A13,E7,H19,F10,F10,D18,K10,K11,L15,G15,H6,E12,K11,K18,E12,K13,E12,E12,J14,H20,D16,E12,A11,F7,E12,E12,D11,F12,H4,K15,H6,H7,E12,F16,K8,K15,D21,H9,E12,B15,D18,J15,H7,C8,H17,E12,F15,E12,E12,K17,E12,F19,B11,H6,F10,K15,H15,E12,L9,K18,E12,E12,H21,E12,E8,H6,C9,O12,H10,E12,K15,E12,G12,G22,H6,B10,I20,H7,G9,F8,E12,L18,F13,K15,K11,E12,D16,E12,E12,L10,E12,P16,H14,B19,F11,D10,F15,H7
EGG,G14,F12,E12,H7,E12,E12,E12,E6,I10,F20,E12,F15,G11,E17,G21,A1,E8,E15,F15,K20,H17,F17,G10,E20,J6,F13,K14,E12,E12,K6,F20,E23,E16,E12,E6,E12,E5,E14,E17,E17,H6,E8,F15,K18,F8,K8,H10,E12,K7,F15,L12,G12,G9,H12,F9,F5,G10,F11,K17,K9,E10,F15,E17,G15,E16,H14,C6,D20,G11,G18,H10,J14,D15,G17,F9,F14,E12,F12,E12,G9,G10,K12,E15,F10,I7,F15,E12,H8,H10,G4,E15,B5,E12,E12,G10,P30,E12,K10,E15,D16
BANANA,E12,E12,G20,C16,I8,K14,E12,K13,E12,E12,K10,H7,E12,G10,E12,E12,E12,E15,G16,H13,D15,G10,K12,G12,G8,E12,I9,G11,G5,F8,I13,F18,D17,I15,E12,C15,K19,F10,E12,G5,E12,G12,H9,F15,J7,F20,G5,K17,E12,I8,K15,F15,E12,F12,I7,E12,F15,G16,D15,E18,K12,B17,K15,F15,H10,E12,J20,E12,K10,F12,H12,D19,F12,F15,E12,E12,F18,F9,G9,G16,I7,E12,F8,F12,K16,E12,E12,E12,F8,E14,I17,F6,E12,G12,E12,F12,B10,G21,F15,K12
TOMATO,E12,D15,D9,F12,H15,D8,F15,G15,F6,E12,F8,D15,G10,F10,C8,C7,G10,E12,C12,C10,C7,E12,D12,D12,E12,E15,J12,C6,E12,D10,D8,D12,D11,D15,E12,G7,F7,D12,F8,D17,F8,E12,F8,E12,E12,G10,G13,D12,F5,C8,G18,E12,D10,F15,G12,D5,H12,D4,G15,G15,C8,D9,H15,D16,C8,C11,F10,E12,F12,C8,D23,D13,G13,C8,G12,E12,F11,E12,D8,F5,C15,F8,E12,D14,B8,H10,E12,D9,D15,G7,D12,F12,F8,H8,E12,E8,F12,E12,G7,E12
BEET,G15,G6,F14,F15,D15,C12,J21,H11,D17,B7,I14,D15,F12,F13,K11,G16,B12,J7,L17,A30,G12,E12,F8,J15,F9,B28,G11,E8,F12,B13,F8,H8,F12,H7,F12,F12,I6,B7,C12,I20,B10,F12,G11,F15,D14,F8,F15,E12,K17,D15,M8,K8,F12,E12,G12,J8,E12,K15,B24,F12,D15,F8,F17,K15,F10,F7,F12,E12,H6,H7,F12,G18,E12,K8,F12,G15,E12,C10,D14,A7,E12,H8,H8,G12,G11,C8,B12,C10,F17,B12,E12,F12,D14,K15,C12,F12,E12,F10,J5,F15
PEARL,G10,E12,F13,J20,G26,E12,E12,E12,H16,F22,E12,J18,E16,L18,E12,B16,E17,E15,E14,H18,G25,E12,E12,B26,P17,E10,F7,J15,K14,F16,E12,E20,J21,E12,L11,H24,G12,G19,E12,E12,H22,F18,E12,I22,E12,E13,E12,D11,J8,F16,E15,E12,E10,I24,F10,J15,E23,F19,E12,H21,E18,E12,G18,E17,E17,E17,I14,E12,E12,F13,E27,F20,E17,E15,E17,E17,E22,G24,H14,D21,E15,K17,E12,F16,E12,F16,E15,K14,E12,F16,E12,K24,E21,E12,F12,E12,K17,E12,E17,E16
AMETHYST,I21,D21,I17,F15,G17,J19,E12,B17,K13,C21,E12,K17,E12,I15,E12,D12,F11,G18,D16,F12,F11,E12,F15,B14,E12,E12,F18,F12,B15,E12,G12,D15,F10,G13,E12,I16,H16,E12,E12,G13,F12,E12,B16,I15,H18,E12,E12,G17,B15,E12,F23,B17,E12,D15,G13,D17,F13,E12,G18,G13,E12,E12,F12,F17,F18,F12,N15,F14,C18,E12,E12,E15,B15,F12,E12,E12,J15,G15,F8,B17,F12,F13,H24,E19,G10,G14,E12,E12,G9,B14,E12,E15,E12,D13,L18,I16,F14,E14,E12,G12
SAPPHIRE,E12,F19,F27,M30,K27,D9,N25,O28,L25,J28,G28,M15,E28,P28,I30,K20,D29,N27,M25,N28,P18,L15,O18,O30,B27,E12,P20,O23,N23,L27,M14,K28,N24,O28,K25,N27,K24,M27,N27,G27,P11,D30,P18,O24,M18,N24,O28,O27,B22,O19,N22,O30,N15,N22,M18,N28,I24,K27,P27,M10,O24,J25,B28,K30,O25,K28,K17,P20,I24,D28,P30,B29,J26,E12,K25,N14,P27,O26,O28,E22,H25,P21,P25,K28,J30,O28,K25,J27,K28,O25,P26,N26,O17,F27,I25,K28,K25,N25,I26,L22
GOLD,H11,F5,F8,H6,D18,G15,F15,G11,K9,F9,H8,D10,F9,F16,F8,D13,E7,H15,G10,E9,F8,H11,E7,G6,E12,F12,F15,F8,H18,G12,G10,F9,E7,F10,F9,H10,H11,D15,F7,F7,G3,F9,F8,D10,D11,F16,F8,H8,F8,E12,F8,F8,D11,F11,F14,F13,H6,G12,E8,E14,H6,D15,F10,G9,H19,G15,H12,F8,H8,H9,F8,F17,F11,I7,H18,F12,G8,F8,F8,E15,E8,E12,E15,K18,G11,D9,F10,D12,H7,F11,F6,F7,G12,H7,F8,J6,D12,F10,F10,E10
RUBY,D14,C3,A6,D10,D7,C16,C16,D15,B5,B5,A10,C3,E12,A5,B9,B13,B16,C12,C7,B10,F5,A5,D17,B7,B5,B5,C5,B7,D13,C5,B4,C13,B13,G6,C11,B12,B10,C12,G10,B4,C10,D13,B12,C9,C12,D18,G4,D3,F14,E12,D7,B14,B15,D14,C10,C13,B8,D26,D18,B3,D14,B12,C18,B8,C8,D15,B7,E12,B12,A12,B7,F8,B6,B5,C11,B3,B9,B7,C7,C12,C10,B7,D11,C16,C3,C12,A8,F12,D8,B3,C5,C23,B15,C15,F9,B14,F4,E12,E12,E12
JADE,N26,O19,P25,O18,O27,O25,O27,O24,N24,O27,O24,O26,O25,N23,O25,O25,N26,O17,N25,O25,O23,G27,O25,O26,M19,O26,O18,N23,N26,P27,O24,O12,O25,O15,P24,P26,O24,O17,M24,O23,P25,N28,O22,O25,N28,N26,N26,O25,O25,M28,N25,N20,O27,O26,O28,P25,N24,O17,O26,O20,O30,N26,O17,O25,O26,N25,N27,O20,O23,M28,O28,P28,O20,N27,O17,O25,O28,N27,O18,P25,O28,O22,O23,O24,N23,O25,N28,N26,O21,N26,O29,O25,K24,M18,M25,O15,N27,M18,P22,O24
TILE,H12,F8,G15,I16,G19,F24,E12,E12,H16,K16,F6,M11,G10,G7,H5,E12,G25,E12,E11,F18,F9,A12,F8,I12,G10,F15,G16,F15,F13,K12,H13,J15,F15,G12,F13,E14,F11,K3,F10,E12,F4,E12,F11,H12,G5,E12,B10,E12,G11,J9,K11,E12,F19,A12,K10,K17,G18,H11,K19,D3,G15,E12,F18,E24,F8,K10,G9,F16,E12,D7,J18,K14,N15,E12,G15,D5,C14,D18,F9,F16,H9,I15,E12,J3,D13,F7,J7,D15,F20,E12,K15,E12,L10,E12,I25,H10,E6,E12,G7,F4
LAPIS LAZULI,L15,O18,K25,N11,K27,N24,M5,K18,O18,M14,L20,P24,O9,C17,E12,K9,P28,K26,O10,K18,O10,O22,N25,L24,O25,N14,K26,K26,D25,L16,P14,L19,M26,L15,L15,M15,G14,M11,K27,O24,N18,N25,O29,K26,N12,K14,N27,M14,O15,N19,K17,N17,M17,K28,N19,G17,M19,P22,O16,P19,M25,F18,C19,M15,K10,M15,J26,N16,M17,N15,J23,P16,N23,K25,O20,O25,N18,K23,M22,M25,K26,N17,J24,P26,K26,K15,K25,J26,O11,K25,H26,K25,M15,P16,G18,K19,M13,B20,M15,M28
AMBER,D16,E6,E12,E12,C9,D7,E12,C5,C8,B8,D10,D12,D10,F9,D8,C7,E15,D7,D15,C7,C9,D12,D12,D7,D5,D15,C11,E12,J6,C7,D7,C22,D7,D5,E8,D5,D6,C11,J13,B7,F12,E9,D8,G3,C5,E12,C8,G12,C9,C22,D7,D10,D4,B7,D7,E6,E12,G20,E6,E12,C12,D8,C10,D6,D7,E12,D10,C20,C8,D4,D7,C7,C12,D8,E5,D3,D10,C5,C8,C4,D7,B5,C7,E12,G8,D8,D12,E6,C15,E12,D12,E12,C10,C6,B14,C3,D7,D7,C7,D18
BRICK,J17,O20,L7,G14,E12,E12,K13,B6,G20,E12,E12,G7,D12,G11,K4,G13,G14,K18,H10,J10,F16,J20,A10,K8,G6,I7,E17,E12,F16,D10,E12,H8,H15,H9,E12,I10,G15,G12,F18,K8,H17,G16,E12,G10,H10,E12,F8,H19,E12,K7,H10,I18,H6,J12,K8,E12,E12,E12,H10,F6,H14,G7,H15,B13,O14,G6,G6,A9,I17,A12,G11,K16,K6,F12,G12,K10,K22,E11,H10,C14,B12,G9,E8,B9,I16,E12,E12,C12,E12,G2,K11,C4,D12,G17,E12,B10,D12,C15,F14,C11
EMERALD,M13,M21,N17,M15,M17,N22,N12,N16,E12,M15,N18,M24,N18,O20,N15,J22,L18,F15,N12,N25,M21,N15,O15,N14,N20,N15,N15,O11,N12,N23,N13,O10,N18,O10,N15,N18,O17,O19,M15,O10,M20,M18,M18,N15,K14,E12,M19,O12,O12,P29,O30,O12,M23,N16,N12,O14,P25,O12,O10,O15,O13,O25,O12,N10,N16,N17,P27,M14,N20,O15,N14,O12,M14,N23,M25,O15,M20,O14,M19,O17,O15,O12,M20,O12,O12,P12,M16,F23,O13,L27,N20,O18,O10,P25,M18,N18,G21,O20,N15,O13
SUNFLOWER,G17,B15,F15,G11,D12,G15,F12,E12,F4,D8,G13,I18,F14,E12,D18,G16,E12,G18,D15,F20,E12,C20,G10,E12,K10,F10,G12,H11,D12,J20,D15,G10,E12,F12,H2,C18,D4,G7,I5,E12,E12,F10,E15,K10,H11,E12,A13,E12,H10,D25,D10,K12,E12,E12,F20,G10,H12,E12,G18,E15,F8,E15,E18,J15,D15,E10,H9,G15,H6,I5,G22,E12,F17,G15,E12,H6,G20,K12,H15,C18,K14,G18,D10,D9,F5,F9,K7,H15,G8,E12,E12,E18,E11,D10,E12,D9,H20,K12,D8,G16
BASIL,D8,H12,F12,J10,F8,E12,F8,F12,G7,E12,E12,F15,E12,C21,F9,E12,H12,L12,G6,D18,F5,G15,F10,E12,E12,E12,K9,F10,F6,E12,E12,E12,F20,E12,B12,E12,E16,E12,E12,B16,G9,G7,F10,F9,F18,D16,E7,C11,F15,K8,E12,E12,K14,B15,E12,F7,E12,E12,E12,E18,E12,F12,E12,G9,G6,K6,G9,J17,E12,L10,E7,E12,E12,I15,E12,E12,G7,B15,F6,E12,E12,E12,F12,E12,E12,F15,E11,E12,F9,B15,F13,E12,E12,F17,E12,F4,L15,E12,E12,I8
