Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
AXOLOTL,G22,A29,A10,A10,A12,A13,A12,C26,A16,A20,A12,A30,O16,A9,O21,A19,D20,A20,B30,A1,A30,F3,A9,B30,C25,A8,D19,E13,H19,K23,E12,A22,A30,A14,A3,P14,P24,P30,A28,C28,A13,A30,A17,P30,P30,A12,E27,A16,D18,A29,A12,A23,B20,A30,E17,D9,A15,D30,E14,A25,A12,G29,O1,C20,C28,E12,A7,A26,A10,C17,C24,G19,A24,E22,P28,F20,A19,A14,G24,A2,A29,K30,A26,G30,A30,A13,A30,G12,B30,P30,A13,P30,O21,B30,D14,A26,C17,A30,A4,D26
TOAD,D9,A7,D10,G20,E16,H25,P2,E21,A30,B24,M8,E16,P25,G15,D17,D15,G14,P15,P27,D17,N9,F13,E10,E11,P28,D13,G14,I19,B19,C26,D13,M23,D11,E11,D7,C14,D16,E16,C9,A28,E18,C20,A27,D12,E9,E12,E15,E13,C23,P19,P30,F10,F18,E19,C20,E11,H24,F11,A6,O4,G22,D13,D6,C7,E13,E27,A3,O25,K23,G13,H8,A14,P30,A12,E9,C20,P23,G20,G20,B29,E19,G16,F10,P21,B13,C27,D18,D8,B8,O19,P30,L10,K19,I13,M24,C24,A17,D7,G15,F22
LEMON,K13,E10,K11,K17,E12,J18,N21,K13,P13,N9,G16,N27,K3,K9,M15,O19,F8,K13,O25,P20,B13,G10,M29,M13,K17,M18,K26,E8,I25,M23,E12,K24,N12,P16,N13,B15,G11,N23,O13,P18,P20,L11,E7,M15,E10,L13,M18,E11,J29,N14,M20,P27,G10,E26,G6,O28,C19,O26,L9,P26,F9,K18,N24,E12,G13,F11,H10,M14,N25,M26,M7,M9,M3,G12,L15,M19,M18,M13,I19,J18,G12,M7,O24,P23,K3,I15,E15,E12,M16,E12,O22,K15,N17,K25,O19,J15,G10,G11,O24,M13
LIME,M17,M12,M18,N25,M19,N17,M25,K21,M15,M13,M17,M14,M9,M15,M17,M15,M27,M15,M14,M11,M16,M11,M14,M15,M20,K19,M16,N19,M17,K17,M16,M10,O28,M12,M16,M13,M11,M9,M15,L17,M8,M14,N9,M14,L6,M10,M18,M15,L17,M14,M14,L20,M7,M13,M17,M11,M19,M10,L16,M17,O10,M18,M18,L14,M10,M17,N12,M15,M15,O19,M11,M12,M4,M21,M14,L17,M17,M17,M12,M13,O14,M17,M16,M7,L12,M19,O18,M10,L14,N19,M19,M15,N17,N8,M17,M15,M18,K16,N13,M3
KIWI,K20,K15,K16,O14,M10,K11,K12,K12,K12,K12,N11,K15,G14,K12,K13,K13,K13,K11,J18,K12,K12,M18,K10,K14,K9,K13,J18,K12,K7,K12,K11,K15,K11,K13,K12,K16,K13,K15,K14,K12,P7,K13,K10,O16,J17,I11,K13,K15,K7,E13,K14,K18,H9,O17,K13,G14,K15,K11,H15,K18,K20,E12,G11,I30,K15,K17,K15,J13,K9,K18,I18,K14,J18,M11,I15,K15,K12,K12,N17,K10,K13,K9,O21,K15,J19,K16,K14,K9,I17,K13,K17,J16,K17,K15,I10,K13,K17,K12,K14,J13
PUMPKIN,P12,P9,P9,P10,N18,P17,P17,P10,P15,P12,P10,P30,P17,P5,P30,P13,P9,P30,P30,P17,P9,P25,P15,P20,O24,P16,P9,P9,P18,P9,P12,P15,P9,P15,P13,P14,P14,P19,P20,P19,P9,P6,P17,P12,P9,P15,P20,P12,P23,P11,P13,P10,P14,P9,P15,P16,P10,P9,P22,P16,P12,P17,P30,P16,P9,P15,P15,P16,P12,P13,P9,P12,P9,P18,P11,P16,P17,P14,P9,P20,P15,N20,P30,P15,P12,P12,P14,P8,P11,P10,P16,P14,P21,O17,P13,P10,P16,N16,P30,P11
ZUCCHINI,H19,O18,P9,P15,P30,H21,P20,P19,P30,P12,P29,O19,O20,P12,N11,P22,P15,O16,N19,M14,N11,N7,M14,P24,O29,E10,P19,P1,H3,A27,O10,G18,P24,G15,B7,P15,P15,P9,P17,O12,O27,P14,P3,G16,P24,P18,N10,P30,H12,P9,N16,P20,G10,O19,O9,P26,E13,N16,P30,M7,O17,N28,M21,M27,P19,M8,M10,M17,N12,P12,O24,P30,P22,P23,A3,O27,P23,P16,P15,P9,G10,P30,J11,O22,P27,O16,P19,A8,O16,N9,M13,O20,P22,N28,K21,N8,N18,K22,H10,N15
GRAPE,D12,E17,C15,E13,G16,C21,E12,B9,N19,E19,E19,G16,P26,A20,E15,F15,G20,E12,E13,G17,G15,F13,F25,B20,D15,A10,G20,C19,E17,E17,F20,G15,D12,D22,E19,G15,F17,E15,E13,D24,C17,E14,E20,G13,G13,E10,D15,D15,E18,E16,D18,E16,D15,F8,D13,G10,E13,E11,F11,E13,E9,E26,E18,G17,E12,E14,C24,D15,D9,F4,G20,C19,G14,D13,D12,A22,D16,E17,D19,P3,G10,H23,E20,D11,G16,E20,G16,A30,D15,B20,E11,E11,E19,D17,E17,D17,G16,G17,D15,H27
CUCUMBER,C14,D15,G19,D13,E13,A21,D18,E14,D20,E17,E17,D7,D15,C19,E14,D10,E15,G14,G12,F16,E17,G13,E13,F16,D17,C15,E7,D18,F14,D15,E25,E13,E10,E22,E15,E8,E20,D24,D13,D11,E14,G21,P30,E10,B15,F8,A18,D10,A12,E14,F12,C14,D13,E13,A12,F26,C16,G20,D21,E15,G14,F7,E11,E14,D11,G13,E15,H16,E13,D20,D15,E14,C17,C18,E12,E14,H15,H15,F11,E16,E16,G12,D12,E14,C18,F17,C12,G13,D7,G14,D16,G12,G12,E15,F21,E18,C19,D20,E20,E17
COCONUT,E18,N14,P30,G23,O27,E6,C29,E7,C30,O27,D19,B11,M15,E28,C17,P30,H23,C28,A26,M24,A12,O26,A17,C17,N27,E20,C18,P16,E19,A26,O16,N1,E14,D16,E18,E10,J22,O13,P24,C29,A30,E10,A5,E15,F20,F16,E22,P29,B15,A28,P27,E28,P11,P30,O30,O24,E19,E19,C19,B16,G21,D18,P30,K1,G7,P29,O26,E19,P29,P21,P17,O23,O28,D20,D17,C18,D16,G17,A26,E10,C19,D17,C17,B28,F14,C19,L27,F19,N30,G19,O14,E10,O28,P30,E17,C19,A30,P11,C12,O19
EGGPLANT,E14,E16,F19,G26,E14,C20,H15,E16,E13,E13,P20,E19,D14,E14,D15,E17,F1,D11,E13,E14,D9,F10,E12,P8,C12,F15,G14,E12,E15,E12,E13,G14,E14,E11,E14,D14,E15,H12,E14,P24,E15,E15,F17,G14,G18,D14,F25,G15,G17,E15,E14,D11,H12,E13,F20,E15,H18,E17,E12,F14,E12,E12,E12,E10,E18,G15,E17,F12,E12,G18,E13,E12,E13,C13,E14,E14,G19,H19,C12,G13,E16,E13,E12,E12,G19,G13,E14,G18,E13,E14,G25,E12,E12,F20,E12,G20,E11,C12,B30,E10
ASPARAGUS,D6,C16,F5,E16,E13,O19,D11,K17,C13,G19,F15,H16,I19,O24,E15,D15,C27,C15,F2,B9,G8,D15,C10,G23,F11,E11,C19,E9,E9,C16,D14,E17,G19,D19,C25,G14,F8,A19,C21,E5,E12,C22,E12,E10,D30,G24,F24,F10,G13,A14,E23,E12,C16,G13,G11,G19,D14,N19,P23,D10,K4,E14,G27,G11,F13,G12,D18,E16,P16,E11,B20,G18,D17,H20,E10,F9,E16,F3,H8,E10,E17,E12,E18,D19,B16,E10,G9,H10,A8,D10,D15,F3,F20,P9,E10,D9,A9,H24,D10,B18
PEACH,N28,P18,M19,I13,P18,G14,P19,F25,P12,N24,P15,G28,M13,M29,G18,P16,L1,P30,O12,M17,P11,H16,P16,P13,P18,M19,H10,B18,P12,O15,P14,P10,O27,G30,O26,H17,M14,P13,N18,F20,M10,O18,P14,O17,O18,K18,M27,P9,M9,L28,P15,P14,O16,P15,P12,P10,G24,M15,M12,E9,N14,P25,J19,P15,E11,O25,P18,D16,O24,K27,P16,P19,K15,O21,E11,J21,P24,O24,P28,P19,M12,A9,P26,P22,O19,N25,N14,M18,F8,P14,N25,B30,O26,O13,N13,O15,P15,P22,O24,G11
APPLE,P10,F16,E7,P19,C19,A14,A19,C17,J1,F22,E12,H13,C22,B20,A8,E15,A10,H11,P9,B24,D17,P17,E13,P1,O19,G10,C14,B18,P18,B7,A16,A9,A20,G14,E17,C15,E5,J19,A6,A3,F22,E13,P20,C23,A18,C20,G9,A17,A18,D16,P30,F21,E10,F15,A12,A9,P20,D14,D17,A20,A3,B20,G19,E12,A7,A9,E11,G10,E13,A16,B15,A10,E24,E21,A7,A15,E12,B18,E11,D11,D13,A8,G22,P20,F9,F8,D19,A10,K28,A11,A11,A16,P16,D17,E7,E17,D9,A23,P19,D12
EGG,D12,E18,E12,O12,E12,D14,H15,E13,G5,D9,E13,E13,E11,F19,E12,E15,E10,A20,E12,E11,E15,E13,E14,E12,F10,E9,E13,E12,E12,E10,E18,D12,E12,E17,E12,E12,E15,E13,E10,E11,C15,E11,D15,E12,E11,E10,E10,E15,E12,G12,E30,E12,E12,E12,C9,E12,E17,E12,E9,E12,E14,E14,D7,E14,E11,E12,M10,E12,E13,D14,E15,E10,H13,E12,E10,F21,E9,D12,E18,E12,D13,E12,E12,E10,E10,D11,E10,D7,E10,D11,G9,E14,E12,E4,E12,G7,E15,E10,H19,E12
BANANA,B13,E18,C18,B14,G12,E8,E16,E13,E11,E13,A3,D7,C11,E11,E12,E14,D15,C14,D10,E9,B19,C18,B10,E2,G17,E8,D6,D15,D18,E12,C15,D10,A12,F11,A5,G26,A6,D5,E9,F8,B19,G8,E9,B13,D10,F9,E5,C20,E7,H7,H17,C15,D6,D26,B12,C10,D23,C21,E8,A17,C11,C17,D21,B15,E14,E15,C12,D13,E8,D16,B21,B14,D18,D8,C15,C13,G16,E7,J21,C13,D23,A15,B16,A6,D17,C14,C10,B18,C22,D7,B12,E6,E10,E14,E8,E3,C19,G16,D16,A10
TOMATO,G12,D8,F5,G6,G10,I4,E9,H9,G6,G16,H12,G11,F6,E6,E7,F11,B20,G14,G7,C15,D11,D3,G9,E9,G13,E6,P18,G6,G10,G10,F3,G15,H12,G5,G8,G11,M24,G9,E16,G6,H12,I3,K17,G9,G8,G17,D18,E11,G6,K17,G14,I7,H17,F11,E8,N10,H8,G7,E15,F11,H12,F7,F7,C22,O17,G14,G13,E10,I6,F13,F13,G6,G13,G7,F9,E10,A12,F5,I16,G13,E11,E9,C14,E7,I13,E12,M12,G10,E13,O1,G18,D7,H18,G5,G9,F4,G10,F5,F7,E13
BEET,E14,E10,H12,E11,E13,D14,E13,E13,E13,E15,E10,B18,D16,E10,G17,E12,D10,E12,E16,E18,G20,E13,E12,D25,E12,E12,G10,E15,C15,D13,E13,D15,C17,G15,C23,D10,E13,F15,E10,A16,E10,D12,E13,B18,D14,E10,D21,D11,B18,E11,E15,E14,E10,D18,E12,D12,G17,A7,E14,D10,B19,E13,B12,E17,I6,C13,E15,C9,E13,B18,F10,E12,E17,E12,E10,D15,D10,D8,G9,C7,E15,A16,G24,E12,D3,F9,B20,C20,D14,E13,A11,E11,E15,E12,H17,E14,E12,C15,E14,E11
PEARL,E9,F22,E10,E15,G20,G15,O16,D20,D14,E17,G19,D18,B20,D18,F19,D14,E11,G18,E14,O22,G12,D15,G25,E19,P25,P30,D21,A12,A17,G10,F22,F10,H14,A27,F19,D17,G20,G14,G13,E18,H14,I26,G19,P19,F10,D21,B17,A25,E22,D16,G16,P22,E18,E13,A20,D8,G12,C12,F20,E17,B13,G29,E14,D14,G18,F10,E18,H25,E13,G16,G11,C15,E19,A17,H11,P26,H13,G17,E17,E10,G27,G16,C25,G14,D16,E19,E15,G12,P20,D21,A12,E15,E17,A28,E23,A19,G10,G28,A27,C28
AMETHYST,A19,P30,G25,A16,E30,F23,E30,P30,G26,P7,P28,D29,P22,C15,H15,H14,B23,B30,G28,E30,G29,B30,D23,E10,I30,P8,P30,C17,G10,D22,G1,F2,P24,B27,M28,G28,B30,B20,I9,P29,G18,P30,E11,A3,G30,E15,E5,D15,G22,E10,C30,E30,P30,E9,P30,H27,P18,O28,M25,D30,P20,D28,P30,E14,P30,N28,O6,E19,O17,P30,G20,F13,O30,D19,B8,E16,P30,G26,E1,G14,D14,L29,E8,C30,G17,C12,P30,P30,C13,A8,E16,A21,B20,F1,P30,E12,E19,E17,D5,D20
SAPPHIRE,P25,O18,O30,P28,O30,P21,O28,P30,P9,O25,P21,O28,P12,P19,F30,P30,P18,O20,P28,P17,P30,O29,P27,B30,P18,B30,O30,P20,P28,M28,P30,P30,M25,P28,G19,P30,D20,O27,O28,H30,A30,P28,P29,O18,P28,H30,L12,P30,P26,K27,M28,N30,P30,P19,O30,N29,O28,O25,P29,M20,O23,N14,P22,P9,P29,L30,P18,O25,G22,G23,D30,P30,H30,P29,B23,P9,P29,N29,P21,P29,C30,P29,K30,P28,P8,K30,P30,B28,H22,M12,P23,P25,P21,P29,P30,E29,H18,M25,D30,F30
GOLD,E7,G5,G7,J17,H12,G13,G10,G10,H30,G7,H12,J9,F20,G1,G7,E7,G9,G12,G5,G10,G9,G7,G10,G15,I7,G13,G10,G25,G10,G5,G12,G9,J16,G8,H25,G7,I9,G11,G7,G8,H11,G7,G12,G11,G30,G8,M9,G10,H10,G17,G13,G15,G9,G14,G16,G4,G12,G12,G8,G10,G17,G25,G9,G10,G11,H6,G30,G12,G16,G10,G5,G26,G13,J10,H10,G12,H7,G13,G25,G12,G11,G7,G9,G9,G7,G9,G8,G11,G17,G12,I11,G13,G8,G13,G16,G14,G13,O13,G15,G9
RUBY,A1,C6,A7,A9,D7,E8,A10,A7,E7,C1,A7,C16,E13,A10,D5,C14,D14,E3,C20,B8,G9,D7,E5,A3,B13,E4,G7,D6,A7,G7,A10,D4,E7,C5,C13,A2,A7,D9,B4,A13,B6,G11,B5,D2,C5,C8,D15,D16,C7,C13,B7,C7,D1,B22,G8,D7,C12,A8,E7,A6,D9,A17,C6,E5,C8,E13,E7,A6,D19,B13,C6,D14,D7,A4,G4,C7,E2,G14,B12,B14,A7,F7,C14,A3,A13,E6,E7,D7,A7,B7,F2,B7,C6,A6,C6,G2,D22,D9,B6,C13
JADE,J8,B19,J12,G14,J15,J17,D15,M14,J15,J8,E9,J6,D9,J15,N4,J7,J14,J8,J12,J9,J9,E14,E4,D12,O18,E11,J12,J8,H12,J10,E9,J8,J12,G16,K9,E1,J15,J12,G17,J7,J8,E8,D17,G5,G12,G12,J9,J12,J5,J18,M11,P18,F5,J8,J14,E14,J10,H14,E8,F10,J5,J9,J12,D14,H12,P17,J4,J5,J10,J13,G16,J7,E12,J10,L17,B13,D7,J14,L21,J12,J12,J8,K14,J6,K12,G8,J5,J10,F16,J16,J10,P17,J12,J9,E12,J10,C13,J10,I14,D24
TILE,O9,P30,E12,K23,L26,P12,P27,P30,P9,M24,P30,P30,O18,G19,P30,C21,P9,P20,G13,P12,O25,E12,O24,P22,E15,F17,G8,P30,O22,I26,B3,P11,P15,P25,G24,P29,O17,P21,A1,P30,H1,D15,M7,G16,G10,P30,N26,E12,P30,P30,P30,E15,G17,P2,K27,P30,F24,E14,E15,E12,P30,P16,B15,I19,P17,G14,P16,F15,P14,E12,I18,E13,E11,P10,B30,E8,P30,L10,P30,E3,E13,P30,P14,E15,P30,H18,E17,F15,P30,P1,G14,P30,C29,P30,P11,F14,P12,P30,D15,P12
LAPIS LAZULI,L10,L13,L9,N27,L10,K7,P13,L30,K10,L14,L8,M10,L13,P17,L16,L8,N30,K5,M14,M18,P13,L14,G17,O19,L10,L20,K19,M17,P17,P19,M6,M13,M24,M14,P30,L10,L6,L10,M9,G30,L17,M15,M12,L9,K13,M9,N30,M9,L10,K19,L15,L8,K19,L12,K15,O26,L8,L7,M15,P10,L9,L8,L9,P10,K10,M29,L14,L5,L4,M18,P17,L14,M12,M9,G2,M18,K28,K13,M9,M26,K10,K19,K10,M13,H19,K12,K21,M21,I13,K19,P16,C14,L11,M19,J24,L13,L10,K20,M13,M15
AMBER,I19,D15,H23,C22,D1,A8,E15,F17,E16,E14,E5,E10,C14,E15,C22,A10,K19,M20,C11,F14,D18,B30,G5,C16,B25,E11,M14,C22,G23,D15,B13,E10,E12,D12,A1,G14,C16,G17,E17,A10,G15,D10,A7,E14,H11,C12,E11,D17,G15,F11,C20,F14,E11,G16,D11,A1,E8,D15,A18,E12,A8,E15,D7,E14,B17,D13,A19,G22,E10,G17,D13,E10,D16,D12,A2,D16,E14,H25,O20,C17,D8,G15,F12,E18,F9,C12,E14,E15,D10,E12,C21,B11,D10,C22,G9,A1,E10,I12,H3,F12
BRICK,F9,B14,E27,C10,D19,G10,B14,C13,C18,B12,G10,C14,B12,B10,D16,A14,B12,D14,E22,F9,E26,G24,E12,D15,D12,E10,B15,A9,E19,C13,D17,D11,D16,E11,A22,A10,G17,E19,C10,C15,E12,F20,C8,F19,D15,E11,B14,D15,C12,B12,A30,E10,D1,G21,D15,B8,F15,A13,D9,E12,D20,C13,F8,G20,D15,C13,G21,A5,A5,B10,E19,E13,E13,C7,C20,E14,D6,F9,B14,C14,E30,D20,E1,G6,E18,D5,C17,F15,G23,A13,G15,B10,C12,D9,D11,E14,D19,C13,C15,E13
EMERALD,E29,N24,P23,M6,O9,P25,M15,N23,N30,P21,M19,P19,N17,B8,N19,N9,M18,P29,P18,M14,P16,O30,O27,P15,M16,N17,O30,M19,O18,M26,N9,N19,M14,P8,G23,N30,N15,P30,P20,O23,M9,O24,N30,P19,E15,M9,P28,N30,M26,P30,P16,N19,M19,F9,N15,O25,N19,D25,E29,N30,N9,O21,P15,N25,N10,M14,M19,L18,O22,N27,M10,M21,P26,M30,N18,P17,M16,O16,N30,H19,N23,N19,N19,M15,M19,P19,P21,P30,P17,O22,M17,P15,P25,E18,M11,O19,G10,M14,G16,O19
SUNFLOWER,O15,C12,G10,E18,G25,M8,H17,G15,E18,F9,O25,G15,N13,C24,F7,P22,F4,O3,K19,B16,D12,F12,G18,C20,I22,D18,G20,O18,O18,H10,O27,N14,G25,M12,G11,I23,E17,B19,A19,G30,J17,E6,C27,H17,G16,I19,E13,G25,G11,G12,B12,E17,F6,G19,G20,P19,P3,G18,F18,F18,O15,G13,D15,F10,C15,F10,F14,H17,G13,M15,G8,G8,P25,E7,G14,E15,I14,G26,J9,G13,G15,H11,G10,I18,G19,J7,E15,E20,A12,I11,I12,F16,G7,I17,A29,G9,H12,F3,F5,K26
BASIL,G17,P15,D19,I9,D10,I12,G14,F8,D19,G10,H19,E1,F7,K10,G17,D12,C13,D7,C25,E13,E9,G9,F9,G17,D12,B18,F5,E13,C14,H13,E7,E23,E9,B13,O28,G29,G18,G16,E2,D6,G19,H14,H9,G25,A7,I15,A15,H25,C16,D9,G30,E10,G18,B20,G14,H18,H24,C9,D6,E8,C20,D3,F11,D8,E5,G15,E11,E7,A25,G10,E9,G25,G13,E5,C18,D7,G5,I18,I9,E10,E13,H1,F9,D18,F18,E8,G15,E5,H18,I16,D14,F9,E13,C8,H26,G14,G9,D10,M19,F13
