Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
ZUCCHINI,O15,O15,O12,O15,N12,O6,N12,O12,O12,O10,O8,O15,O10,G14,O12,N12,O7,N10,O12,O7,O15,O6,O15,N12,N12,O10,O12,N12,N12,N12,N14,O15,O10,N12,O15,O12,O10,O12,O12,N12,N11,N12,O12,N15,O15,O12,O16,O10,N12,O12,O12,N12,O12,O5,O12,O12,O17,N12,O14,O18,O7,N12,O10,N14,O12,O12,N8,O10,O12,O10,O12,O12,O12,O12,O15,O12,O18,O12,O10,O10,O12,N12,O12,O4,O12,P8,O14,N14,O12,O10,O15,N15,O12,O12,G15,O12,O12,O12,O12,O10
GRAPE,O14,O12,O12,O12,O18,O14,O12,O10,O10,O15,M12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O14,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O16,O12,O12,O18,O12,O12,O15,O12,O12,O12,O10,O12,O12,O12,O12,O12,O12,O12,O16,O12,O12,O15,O12,O18,O10,O15,O12,O12,O12,O12,O12,O14,O12,O12,O12,O12,O12,O12,O12,O14,O6,O15,O12,O12,O15,O12,O12,O12,O12,O12,O17,O12,O10,O12,O22,O15,O12,O15,O12
CUCUMBER,O10,O10,O12,O15,O10,O11,N12,O5,O10,O12,O12,O12,O10,O10,O12,O12,O11,O12,N6,O14,O15,O9,O5,N12,O5,O12,O12,O14,O5,O10,O10,O16,O7,O10,O12,O12,O10,O7,O12,O12,O10,O15,O15,O9,O15,O12,O12,O15,O6,O12,O12,O12,O10,O12,O12,O12,O12,O12,O10,O12,O5,N12,O12,O15,O17,O10,O10,O7,O10,O12,O12,O12,O10,O14,O10,O12,O12,O18,O12,O12,O14,N12,O12,O12,O14,O14,O15,O14,O10,O12,O10,N12,O12,O15,O15,O14,O12,O12,O10,O14
COCONUT,O9,G15,O7,M12,H18,O12,F14,O7,O12,G15,J15,H10,H12,G6,H12,D6,D8,G10,H12,D9,M10,H12,H14,G9,O12,H15,H12,J12,H12,J12,G15,E12,G11,H8,H12,K7,G10,F9,D8,E7,D12,G12,H12,E9,G12,G8,O12,J10,C8,G14,H15,H12,O6,O7,C3,H8,G7,E12,H15,F10,J8,K15,O9,G15,H7,J15,A12,O7,H10,O8,D6,H15,H10,D6,O12,O7,E12,F9,O18,O6,E12,O14,O9,O8,K12,O10,H8,A10,D8,D16,J15,M8,K14,O14,C9,C11,J12,O14,G17,O12
EGGPLANT,B22,M19,B10,M15,K10,N12,K18,B29,C20,B8,B19,N18,M14,N20,N17,N19,N9,I15,M15,N12,B18,P13,N15,L10,P7,N18,M13,C18,B15,I19,K12,M14,M18,I17,B25,K18,D15,N18,J15,M18,M15,B24,N17,M12,C16,C12,N15,N15,I12,M15,D14,A16,B21,O18,D10,B12,M14,N12,J15,J15,I19,B18,I18,G12,O14,M17,I17,J16,K7,N18,N7,B13,B23,M18,I18,N18,B23,K13,A5,C12,I19,B14,N18,N19,B17,C18,I24,P1,D15,B15,B18,N17,C27,D7,B4,B28,D16,B27,I7,B21
ASPARAGUS,O12,O12,L12,O12,N12,O20,O12,O12,O6,D4,N12,O12,O12,O12,O12,O3,N12,O15,O12,O12,O12,O12,O12,N14,N12,O12,O7,O6,O12,O6,O12,O12,O12,N12,O12,O12,O12,O12,O12,O12,G15,O6,O12,O12,O12,O12,O12,O5,O12,N12,O12,N12,O12,O12,O12,N12,O12,O12,O10,O12,O12,N12,L10,N12,O12,O12,N12,O12,O12,O15,O12,M12,N12,O12,O5,O10,O12,O12,P12,O12,O12,O12,O10,O4,N12,N12,O14,O12,N12,O20,N12,O12,N12,O20,N12,O12,O3,N12,N12,O12
PEACH,E7,E7,E7,D7,F7,D5,D6,D7,F6,G8,E7,E7,D7,F6,G7,G7,E6,F6,G6,E7,D7,G8,E7,F7,E9,F7,F6,G7,G6,F6,E6,E8,E6,F6,F6,E5,F7,F5,F7,F6,F9,F8,D5,F6,E7,G7,D5,E6,F7,E7,F7,D8,F6,E6,E9,D7,F6,E6,F7,E8,E5,F7,E7,E8,E8,E8,E7,D8,E8,D7,F6,E7,E8,F7,D7,F7,F7,D5,F6,F8,H8,D7,E7,E8,F5,G5,F6,E6,D6,F6,E8,D9,E6,F6,E7,G6,F8,E7,E6,F7
APPLE,D7,G12,A5,D5,E10,E12,D5,D7,A5,D12,A4,H7,H8,D5,E12,F8,F7,E6,H12,E7,G12,C5,G12,E6,G15,E12,G12,G12,E7,G12,E12,G13,F12,G8,E10,E6,I10,H12,H12,F7,D5,F8,E7,G12,H6,A4,C7,E7,D7,D5,I11,D4,A7,E6,D12,D7,A6,C8,D5,G12,I5,G12,D12,F5,F8,E12,E12,H10,A5,E10,E7,G12,E12,D6,F8,G7,D5,G12,E12,D6,C6,H15,D7,D5,C8,D3,E12,G10,E12,F8,A7,G7,E12,F8,G12,F10,C4,E10,D4,G15
EGG,J12,O10,K9,H12,G12,F12,G4,G15,O4,F8,J12,G10,O1,H5,G10,F4,O4,H12,H4,F10,F10,H12,H12,F14,F10,H10,G12,H10,D3,I7,G12,G10,J14,G11,I7,E12,D8,G13,H12,H12,G4,G12,J12,I7,H9,H12,G9,H7,J6,H7,O12,G7,G12,O12,H12,H15,H12,H10,I12,H10,F10,H7,H12,J12,G12,G7,G9,H12,G12,F9,J1,D4,D7,J5,G8,O5,H8,G12,J12,G12,J8,G11,H12,J10,E12,H11,F4,G7,G12,H14,H4,G12,J9,F12,J12,H10,E9,I7,F8,G7
BANANA,K12,K8,G11,G9,G10,H14,G5,G10,G10,K7,K6,G12,G8,I14,F12,L5,F12,G12,G10,F10,H12,H11,I12,K7,J8,F9,G10,F10,K3,G6,H10,G10,G10,G10,G12,J8,G5,E12,G12,F9,H10,E12,H9,K8,J12,G10,H10,G10,J6,G6,G10,H10,D12,K7,G10,G12,F12,G12,K7,F8,F10,K10,G8,L18,G12,K6,E12,J8,G7,G12,E8,H12,J5,K6,L10,E15,F12,J12,G10,G8,G10,E12,K5,L10,H5,H10,E10,J8,F10,G10,G10,G8,H6,F5,J10,G10,L3,E12,G10,H8
TOMATO,A7,B12,A8,B5,B8,B7,A6,A8,B9,B4,A5,A10,B7,A10,B6,A14,B7,A5,A5,B6,B6,A7,B6,A6,B7,B8,B8,B5,B7,B9,B8,A9,B5,B5,B7,B7,B8,B8,B8,B6,B8,A7,B9,A4,B8,B6,A8,B8,B7,B6,A7,B6,B5,A19,B6,B7,B7,A12,A7,A12,B7,A8,C6,A6,A5,B12,B8,C7,B5,A5,A8,B6,B7,B8,A6,A11,A10,C12,B6,A6,A7,B5,C7,B7,B6,A8,A7,B7,B6,B7,B5,B5,A7,B8,A12,A7,B8,A12,A9,A7
BEET,B4,B7,A6,B7,B12,A5,B6,B12,B4,C8,B1,B8,B6,D7,B7,B12,B7,D5,B5,B7,D5,B10,B12,D7,B6,B4,C8,D6,B7,A5,B6,B6,B6,C6,B9,B12,B8,B5,B5,B12,B12,B12,B6,B6,C11,C8,B6,B12,B12,B12,B12,B11,B7,B12,B6,B4,B5,B5,B7,B5,B12,B8,C15,B5,B5,B4,B7,B4,B6,D4,C12,D6,B7,C9,B7,D2,C9,B9,B6,B7,B15,C6,A4,B5,B5,B7,B5,B7,B9,B4,D5,B7,B5,A10,B5,B12,B5,D15,B6,B8
PEARL,G18,J15,L18,I15,H15,J12,I12,I15,I12,I15,I12,E12,H12,G14,J15,I17,I14,J16,G16,G15,I15,H15,I15,J17,H19,I16,H12,H15,O7,D24,D12,I15,H12,I10,J14,L17,J15,G15,H10,G15,F15,J12,J12,I12,G12,H12,F12,J12,G14,H17,J16,G14,E12,K16,G12,I18,I15,G14,M17,H15,G15,I12,I10,H15,I12,H14,F15,I18,I15,G14,I15,H17,J12,I15,I15,G14,J16,H15,J15,I15,I15,H15,H15,G12,I18,I18,G17,H15,G15,F15,I15,H15,K15,I14,H15,J15,I12,I19,I18,J12
AMETHYST,M16,A17,M16,P12,N22,P20,M18,M18,M18,P18,A4,M18,M16,J28,O18,M18,B28,M16,P25,P23,B27,O15,L20,L16,C22,A22,M18,B22,K12,A7,P23,P28,M17,C22,M18,M19,P24,M20,O25,M17,P27,A29,P17,K9,P1,C20,M17,A29,B29,M17,M16,A23,M18,P12,A22,M18,P27,M15,O22,P22,N20,P28,P14,M18,N18,L17,O22,D16,N12,P22,L26,M18,D21,N18,M20,L19,M20,M18,P24,M20,P22,C22,M20,M18,M17,A14,B20,P7,P26,P24,A20,P20,M17,M20,P30,M20,M18,P26,P22,O22
SAPPHIRE,M20,M22,L26,M18,M22,M19,M24,M20,M21,M24,P24,M20,L25,M20,P22,M24,M22,M19,P21,M22,M19,M22,M18,N20,M20,P29,P24,M24,M20,M27,P22,M19,P24,M22,M20,P22,M22,M20,M22,M24,L22,M19,P24,P23,M22,M20,M20,P25,M22,P27,M20,N20,P20,P27,M20,M22,M20,P24,M19,M19,M24,O24,M19,P26,P28,M19,M24,M20,P25,M19,M24,M24,P24,M19,O22,L24,M18,O25,P22,N22,M22,P21,M22,O22,M18,N20,P24,P24,M19,P24,P22,P24,M20,O24,P22,P22,P27,M20,M19,O22
GOLD,F7,G1,G3,H10,G6,F12,H8,H10,G1,G10,F8,H14,G4,E5,F1,G1,J8,J6,F9,G12,G4,F8,H10,G5,G6,G10,F5,A1,F3,F9,F4,F7,G8,G10,G1,F5,F3,H8,G5,F10,F10,H10,F12,G1,F6,G10,E10,E6,F6,I1,J12,H12,G3,F7,G10,H12,G10,F8,J3,H8,G10,F6,G12,I6,F8,G10,G10,K12,F8,F6,J8,H5,H4,G12,F8,F6,G3,H12,E12,F10,F6,H4,J9,G3,F9,G1,G12,H4,K9,G5,K8,F7,G10,G1,G12,H9,E5,G10,F1,H3
RUBY,B6,B5,C12,A7,B7,B7,B7,B7,A7,C10,C12,A12,B12,C8,B7,B5,A7,B6,B5,A8,B12,B6,B7,B14,A5,A7,B7,A14,B7,B7,B8,B12,B7,B7,B7,C11,B7,B9,B7,B5,B10,B11,F7,A8,B7,B12,C7,B6,B11,A7,B7,C7,F7,B7,B6,B6,B10,B12,C7,E15,A7,C6,B7,B7,F8,A7,F8,B7,B5,A8,B12,A7,C7,B5,B12,A9,D3,A6,A8,B7,C6,I8,B8,B11,A7,A7,B8,B6,B12,C9,C7,B7,B12,C6,B9,B5,B12,B6,D7,B5
JADE,M12,O14,N12,M12,M12,M12,O12,N12,M12,M12,M12,N12,K14,M12,M12,M12,K12,N12,N12,O12,N12,N12,M12,M12,N12,O14,M12,L12,N12,L14,L12,O12,L12,N12,M12,O12,N12,M12,M12,N12,M12,M12,M12,N12,O7,M12,N12,N12,M12,O12,O12,M10,M12,O12,M12,M12,N12,N12,O12,M12,L14,O12,M12,M10,M12,N12,M12,M12,M12,L13,N12,M12,M12,O12,N11,M12,N12,L12,N12,N12,M12,O12,M10,L12,M12,O12,N14,O12,O12,M12,K12,O10,M12,L12,O16,M12,M12,N12,N12,N12
TILE,H15,K15,A1,H12,K12,K15,K15,H12,K15,K15,K11,K15,K15,G14,E12,K12,K15,K15,K15,K12,K15,K15,E12,K15,K10,K15,E12,K15,K12,G15,K12,K14,J15,K15,H12,K15,L16,K15,E12,K15,K15,K15,H12,K15,K15,K15,K12,I11,K15,K15,K15,H10,K15,K15,J15,K15,K15,K15,K15,L15,K15,K15,K15,K12,K12,K15,K12,K15,K12,K15,H16,K12,K15,J15,K12,K15,K10,K15,I12,E12,K15,K15,L12,K15,K15,K15,K15,K15,L15,H12,D15,K15,J15,K12,E9,K16,K15,K15,K14,K12
LAPIS LAZULI,O22,P20,O24,N20,L24,M20,O22,O22,M22,O26,P24,O27,O22,O22,M22,M21,M22,O25,O22,P23,P26,P24,M24,M22,O20,O22,O26,P22,O22,M20,M21,O24,P22,P25,M20,M22,P24,P24,O22,O24,O24,O22,M22,M22,O22,M24,M22,P20,M20,O22,P25,O22,O22,P20,M22,O22,M23,O24,M23,O23,P25,M24,M22,O25,N25,P25,O28,M22,P22,P22,M22,P22,P22,M22,O24,P24,P25,M24,P23,O25,P30,O22,O22,M22,O24,O22,P25,P25,M24,P27,M25,P26,M22,O24,M22,O23,O26,N22,M20,M20
AMBER,D6,D7,D12,D7,D8,D12,D10,E12,D8,D12,F8,D8,E10,D6,D8,D6,D6,E7,D6,D5,D9,D10,D9,D8,D5,D8,E8,H10,F10,D12,D7,D8,D10,D6,E10,D7,E10,D7,D10,D6,I7,D12,D10,E12,D8,D10,D8,D12,E9,D6,E12,D8,C12,D12,D6,D6,E10,D6,E10,F12,D7,D7,D8,D7,F8,D8,D6,E11,D7,D12,D8,D8,D6,D10,D8,E7,D8,D7,E12,D6,D10,E10,D7,D7,D4,E12,E10,D5,D6,D7,E12,D8,E12,D8,D7,D6,D10,D5,D9,D10
BRICK,B5,A3,B5,B4,C6,B3,C4,C6,C6,B4,C5,B3,B4,C6,B5,B3,A12,C12,A6,C6,C4,B3,B4,D8,A12,D8,A1,B3,B12,C4,B6,A2,B12,C6,A5,B3,B5,A5,B4,A10,B5,C4,C5,B4,A12,A1,A1,B3,A1,B4,A3,D4,B5,B2,A5,B6,C6,B3,B3,C7,A1,B4,C5,A12,A1,A6,D5,A5,A1,B4,A5,A3,A4,A10,C6,B4,C7,A5,A5,A1,A1,A12,A1,D6,B5,B4,B6,C5,A6,B5,A5,A12,D5,B5,C4,B3,B5,B5,C6,B5
EMERALD,P1,O7,P1,P1,P18,P1,P1,P1,P1,P1,P5,P5,P1,P1,P1,P4,O4,P1,P4,P1,O5,O1,P1,P7,P1,P12,O3,O4,P1,P1,P6,P11,P4,P1,P1,P1,P5,P1,P9,P4,P4,P5,P1,P6,P12,P6,P1,P7,P1,P1,P1,P1,P8,P1,P1,P15,P1,P4,P12,P3,P13,P1,P1,P4,O4,O4,P1,P1,P1,P1,P6,P1,P1,P6,P15,P1,P4,P4,O5,P5,P4,P5,P10,P5,O1,P1,P10,P5,P5,O6,O1,P4,P1,P6,P4,P1,P1,P5,P1,P12
SUNFLOWER,I13,H11,J15,H10,J12,G10,G10,E12,G10,H12,F15,F8,H10,D12,H9,G12,G12,G8,K10,G10,E15,H12,G8,K12,H12,J9,G10,K9,L8,I8,I12,D8,H8,G10,K9,H12,H12,G10,J12,J12,H12,D10,G9,H9,D12,D12,H8,G12,G12,G5,G8,K12,H10,J6,D14,J9,E12,E10,H10,J12,H12,K12,K12,G11,G10,J8,G10,I4,K7,J12,H10,G12,H10,K12,E12,G7,K12,J12,E15,H9,H12,E14,H10,F10,G12,J12,J10,F10,J12,G10,E12,E9,G10,K12,I14,G12,I10,I8,H10,J12
BASIL,D15,O12,L12,O12,L12,O14,G12,O12,N15,G12,J15,O18,O12,O5,N12,G12,K9,O15,O15,O12,O15,G12,M16,O12,O12,G13,O10,O10,G12,O12,O12,O15,D18,H12,O10,O12,O12,O15,O8,L18,O10,G12,O12,N15,O14,O13,G12,O12,O12,O15,O15,G14,O10,O12,O14,O12,L15,P18,N18,O15,O12,O10,O18,O18,N12,O15,N12,O12,O15,O15,N12,O12,J15,G15,O15,O12,O10,O15,O12,G12,O12,O12,O11,N15,O12,G12,O15,O15,O12,O15,O12,O15,O12,O12,O15,G12,N12,O10,O12,G15
